,batting_team,bowling_team,city_stadium,runs,balls_left,wickets_left,crr,actual,predicted,prob_0,prob_1
46007,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,87,30,8,5.8,1,0,0.61,0.39
46021,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,109,55,8,10.061538461538461,1,0,0.87,0.13
46028,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,120,48,8,10.0,1,0,0.6695,0.33049999999999996
46029,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,120,47,8,9.863013698630137,1,0,0.7153333333333333,0.2846666666666667
46033,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,125,43,8,9.74025974025974,1,0,0.76,0.24
46408,Kings XI Punjab,Rajasthan Royals,Mohali - IS Bindra Stadium,104,115,7,124.8,1,0,0.64,0.36
46453,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,2,117,10,4.0,0,1,0.48,0.52
46558,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,130,15,6,7.428571428571429,0,1,0.12,0.88
46567,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,143,6,5,7.526315789473684,0,1,0.3,0.7
46568,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,144,5,5,7.513043478260869,0,1,0.29,0.71
46574,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,154,-1,4,7.636363636363636,0,1,0.41333333333333333,0.5866666666666667
47176,Kings XI Punjab,Chennai Super Kings,Mumbai - Wankhede Stadium,1,78,10,0.14285714285714285,1,0,0.57,0.43
47495,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,83,62,7,8.586206896551724,0,1,0.42,0.58
47525,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,119,32,7,8.113636363636363,0,1,0.13,0.87
47526,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,125,31,7,8.42696629213483,0,1,0.21,0.79
47531,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,134,26,7,8.553191489361703,0,1,0.46875000000000006,0.5312499999999999
47537,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,143,20,7,8.58,0,1,0.3370833333333333,0.6629166666666666
47549,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",0,114,10,0.0,1,0,0.84,0.16
47551,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",5,110,10,3.0,1,0,0.98,0.02
47570,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",32,92,9,6.857142857142857,1,0,0.85,0.15
47625,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",100,46,6,8.108108108108107,1,0,0.68,0.32
47929,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,5,119,10,30.0,0,1,0.38,0.62
47948,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,29,96,10,7.25,0,1,0.3741666666666667,0.6258333333333334
47961,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,46,84,10,7.666666666666667,0,1,0.1675,0.8325
48005,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,101,50,7,8.657142857142858,0,1,0.19833333333333333,0.8016666666666665
48064,Delhi Capitals,Rajasthan Royals,Delhi - Arun Jaitley Cricket Stadium,15,115,10,18.0,0,1,0.1475,0.8524999999999998
48065,Delhi Capitals,Rajasthan Royals,Delhi - Arun Jaitley Cricket Stadium,19,114,10,19.0,0,1,0.11999999999999998,0.8799999999999999
48108,Delhi Capitals,Rajasthan Royals,Delhi - Arun Jaitley Cricket Stadium,77,25,9,4.863157894736842,0,1,0.25,0.75
48109,Delhi Capitals,Rajasthan Royals,Delhi - Arun Jaitley Cricket Stadium,78,24,9,4.875,0,1,0.34,0.66
48151,Delhi Capitals,Rajasthan Royals,Delhi - Arun Jaitley Cricket Stadium,152,52,7,13.411764705882351,0,1,0.25833333333333336,0.7416666666666666
48176,Delhi Capitals,Rajasthan Royals,Delhi - Arun Jaitley Cricket Stadium,182,29,7,12.0,0,1,0.10416666666666666,0.8958333333333335
48250,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,111,79,7,16.243902439024392,1,0,0.905,0.095
48251,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,112,78,7,16.0,1,0,0.9461666666666667,0.05383333333333333
48254,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,118,75,7,15.733333333333333,1,0,0.9,0.1
48294,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,166,36,5,11.857142857142858,1,0,0.78,0.22
48311,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore - M Chinnaswamy Stadium,13,105,10,5.2,0,1,0.244,0.7559999999999999
48399,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore - M Chinnaswamy Stadium,118,37,1,8.53012048192771,0,1,0.34,0.66
48401,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore - M Chinnaswamy Stadium,125,35,1,8.823529411764707,0,1,0.15616666666666668,0.8438333333333332
48437,Mumbai Indians,Rajasthan Royals,"Ahmedabad - Sardar Patel Stadium, Motera",13,103,10,4.588235294117647,0,1,0.19666666666666666,0.8033333333333332
48969,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,96,118,7,288.0,0,1,0.49,0.51
48986,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,104,102,5,34.666666666666664,0,1,0.48,0.52
49016,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,139,73,4,17.74468085106383,0,1,0.34,0.66
49548,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,2,115,10,2.4,0,1,0.4003333333333333,0.5996666666666667
49566,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,16,108,9,8.0,0,1,0.29,0.71
50551,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,4,112,8,3.0,0,1,0.20199999999999999,0.7979999999999999
50629,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,67,24,5,4.1875,0,1,0.10880952380952381,0.8911904761904762
50912,Chennai Super Kings,Kolkata Knight Riders,"Chennai - MA Chidambaram Stadium, Chepauk",4,115,10,4.8,1,0,0.83,0.17
50972,Chennai Super Kings,Kolkata Knight Riders,"Chennai - MA Chidambaram Stadium, Chepauk",75,59,7,7.3770491803278695,1,0,0.87,0.13
50981,Chennai Super Kings,Kolkata Knight Riders,"Chennai - MA Chidambaram Stadium, Chepauk",81,50,6,6.942857142857143,1,0,0.52,0.48
50989,Chennai Super Kings,Kolkata Knight Riders,"Chennai - MA Chidambaram Stadium, Chepauk",88,42,5,6.769230769230769,1,0,0.7758333333333334,0.22416666666666665
51010,Chennai Super Kings,Kolkata Knight Riders,"Chennai - MA Chidambaram Stadium, Chepauk",111,22,5,6.795918367346939,1,0,0.545,0.455
51011,Chennai Super Kings,Kolkata Knight Riders,"Chennai - MA Chidambaram Stadium, Chepauk",112,21,5,6.787878787878788,1,0,0.515,0.485
51018,Chennai Super Kings,Kolkata Knight Riders,"Chennai - MA Chidambaram Stadium, Chepauk",118,14,5,6.679245283018868,1,0,0.595,0.405
51155,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,111,77,2,15.488372093023255,0,1,0.16,0.84
51158,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,0,2,9,0.0,1,0,0.72,0.28
51188,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,42,20,8,2.52,1,0,0.73,0.27
51189,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,43,19,8,2.5544554455445545,1,0,0.86,0.14
51190,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,49,18,8,2.8823529411764706,1,0,0.91,0.09
51191,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,50,17,8,2.9126213592233006,1,0,0.91,0.09
51292,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,17,108,10,8.5,0,1,0.27,0.73
52353,Chennai Super Kings,Mumbai Indians,"Chennai - MA Chidambaram Stadium, Chepauk",18,103,10,6.352941176470588,0,1,0.23666666666666664,0.7633333333333333
52498,Kings XI Punjab,Kolkata Knight Riders,Kolkata - Eden Gardens,69,20,8,4.14,0,1,0.365,0.6349999999999999
52530,Kings XI Punjab,Kolkata Knight Riders,Kolkata - Eden Gardens,115,108,6,57.5,0,1,0.36,0.64
52708,Royal Challengers Bangalore,Mumbai Indians,Mumbai - Wankhede Stadium,0,118,10,0.0,1,0,0.816,0.184
52714,Royal Challengers Bangalore,Mumbai Indians,Mumbai - Wankhede Stadium,9,109,10,4.909090909090909,1,0,0.67,0.33
52719,Royal Challengers Bangalore,Mumbai Indians,Mumbai - Wankhede Stadium,19,104,10,7.125,1,0,0.8994047619047619,0.1005952380952381
52720,Royal Challengers Bangalore,Mumbai Indians,Mumbai - Wankhede Stadium,19,103,10,6.705882352941176,1,0,0.7777380952380952,0.22226190476190474
53028,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,95,49,9,8.028169014084506,1,0,0.61,0.39
53030,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,99,47,9,8.136986301369863,1,0,0.59,0.41
53199,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,1,117,10,2.0,1,0,0.97,0.03
53200,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,2,116,10,3.0,1,0,0.9716666666666666,0.028333333333333335
53201,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,6,115,10,7.199999999999999,1,0,0.88,0.12
53202,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,10,114,10,10.0,1,0,0.8961666666666666,0.10383333333333333
53204,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,15,113,10,12.857142857142856,1,0,0.8408333333333334,0.15916666666666665
53205,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,19,112,10,14.25,1,0,0.5966666666666667,0.4033333333333334
53206,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,19,111,10,12.666666666666666,1,0,0.7558333333333335,0.24416666666666667
53212,Kings XI Punjab,Royal Challengers Bangalore,Mohali - IS Bindra Stadium,33,106,10,14.142857142857142,1,0,0.57,0.43
53397,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,10,108,10,5.0,0,1,0.0,1.0
53456,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,119,68,7,13.730769230769232,0,1,0.4375,0.5625
53458,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,127,70,7,15.239999999999998,0,1,0.39,0.61
53577,Kings XI Punjab,Chennai Super Kings,Mohali - IS Bindra Stadium,121,54,3,11.0,0,1,0.46,0.54
53875,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,55,108,10,27.5,1,0,0.57,0.43
54628,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,78,63,9,8.210526315789474,0,1,0.09,0.91
54629,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,79,62,9,8.172413793103448,0,1,0.07,0.93
54663,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,138,29,8,9.098901098901099,0,1,0.27,0.73
54943,Royal Challengers Bangalore,Delhi Capitals,Bangalore - M Chinnaswamy Stadium,0,119,10,0.0,0,1,0.23866666666666664,0.7613333333333334
54968,Royal Challengers Bangalore,Delhi Capitals,Bangalore - M Chinnaswamy Stadium,40,90,9,8.0,0,1,0.08,0.92
55079,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,12,112,9,9.0,0,1,0.39,0.61
55505,Delhi Capitals,Mumbai Indians,Delhi - Arun Jaitley Cricket Stadium,74,118,7,222.0,1,0,0.61,0.39
55511,Delhi Capitals,Mumbai Indians,Delhi - Arun Jaitley Cricket Stadium,76,112,7,57.0,1,0,0.7,0.3
55591,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,20,106,9,8.571428571428571,0,1,0.3558333333333333,0.6441666666666666
55654,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,98,52,5,8.647058823529411,0,1,0.49,0.51
55690,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,141,18,4,8.294117647058824,0,1,0.45000000000000007,0.5499999999999999
55970,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,52,84,10,8.666666666666666,1,0,0.7083333333333335,0.29166666666666663
56433,Kings XI Punjab,Delhi Capitals,Mohali - IS Bindra Stadium,2,75,10,0.26666666666666666,1,0,0.65,0.35
56463,Kings XI Punjab,Delhi Capitals,Mohali - IS Bindra Stadium,47,81,10,7.230769230769231,1,0,0.85,0.15
56471,Kings XI Punjab,Delhi Capitals,Mohali - IS Bindra Stadium,54,33,8,3.7241379310344827,1,0,0.64,0.36
56472,Kings XI Punjab,Delhi Capitals,Mohali - IS Bindra Stadium,55,32,8,3.75,1,0,0.55,0.45
56698,Royal Challengers Bangalore,Kings XI Punjab,Mohali - IS Bindra Stadium,27,38,8,1.975609756097561,1,0,0.68,0.32
56699,Royal Challengers Bangalore,Kings XI Punjab,Mohali - IS Bindra Stadium,29,37,8,2.0963855421686746,1,0,0.65,0.35
56701,Royal Challengers Bangalore,Kings XI Punjab,Mohali - IS Bindra Stadium,30,35,8,2.1176470588235294,1,0,0.71,0.29
56707,Royal Challengers Bangalore,Kings XI Punjab,Mohali - IS Bindra Stadium,41,29,8,2.7032967032967035,1,0,0.78,0.22
56717,Royal Challengers Bangalore,Kings XI Punjab,Mohali - IS Bindra Stadium,69,19,8,4.099009900990099,1,0,0.67,0.33
56801,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,0,119,10,0.0,0,1,0.45121428571428573,0.5487857142857142
57209,Kings XI Punjab,Sunrisers Hyderabad,Mohali - IS Bindra Stadium,64,36,9,4.571428571428571,0,1,0.42,0.58
57289,Kings XI Punjab,Sunrisers Hyderabad,Mohali - IS Bindra Stadium,179,62,6,18.517241379310345,0,1,0.47,0.53
57490,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,117,51,8,10.173913043478262,0,1,0.2833333333333333,0.7166666666666666
57491,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,118,50,8,10.114285714285716,0,1,0.3491666666666666,0.6508333333333333
57561,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,38,104,9,14.25,1,0,0.55,0.45
57564,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,43,101,9,13.578947368421053,1,0,0.5,0.5
58142,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,20,99,10,5.714285714285714,1,0,0.96,0.04
58143,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,20,98,10,5.454545454545455,1,0,0.98,0.02
58149,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,38,92,10,8.142857142857142,1,0,0.84,0.16
58160,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,58,82,10,9.157894736842106,1,0,0.86,0.14
58161,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,59,119,10,354.0,1,0,0.61,0.39
58165,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,61,115,10,73.2,1,0,0.63,0.37
58377,Royal Challengers Bangalore,Delhi Capitals,Bangalore - M Chinnaswamy Stadium,6,38,10,0.43902439024390244,1,0,0.78,0.22
58378,Royal Challengers Bangalore,Delhi Capitals,Bangalore - M Chinnaswamy Stadium,8,37,10,0.5783132530120482,1,0,0.77,0.23
58752,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,0,111,10,0.0,0,1,0.27,0.73
58769,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,14,94,10,3.230769230769231,0,1,0.39,0.61
58804,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,56,79,7,8.195121951219512,0,1,0.04,0.96
58807,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,61,76,7,8.318181818181818,0,1,0.49,0.51
58810,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,63,73,7,8.042553191489363,0,1,0.3715,0.6285000000000001
58816,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,69,67,7,7.811320754716981,0,1,0.12833333333333333,0.8716666666666666
59072,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,67,57,9,6.380952380952381,0,1,0.4,0.6
59075,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,71,54,9,6.454545454545454,0,1,0.24,0.76
59076,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,72,53,9,6.447761194029851,0,1,0.19,0.81
59080,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,75,49,9,6.338028169014084,0,1,0.19,0.81
59085,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,80,44,9,6.315789473684211,0,1,0.17,0.83
59086,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,84,43,9,6.545454545454545,0,1,0.47,0.53
59262,Delhi Capitals,Kings XI Punjab,Delhi - Arun Jaitley Cricket Stadium,5,110,10,3.0,1,0,0.8,0.2
59296,Delhi Capitals,Kings XI Punjab,Delhi - Arun Jaitley Cricket Stadium,51,113,10,43.71428571428571,1,0,0.63,0.37
59321,Delhi Capitals,Kings XI Punjab,Delhi - Arun Jaitley Cricket Stadium,88,61,8,8.94915254237288,1,0,0.54,0.46
59327,Delhi Capitals,Kings XI Punjab,Delhi - Arun Jaitley Cricket Stadium,95,55,8,8.769230769230768,1,0,0.67,0.33
59333,Delhi Capitals,Kings XI Punjab,Delhi - Arun Jaitley Cricket Stadium,102,49,7,8.619718309859154,1,0,0.5,0.5
59418,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,52,86,10,9.176470588235293,0,1,0.22883333333333336,0.7711666666666664
59439,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,75,65,8,8.181818181818182,0,1,0.25916666666666666,0.7408333333333332
59446,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,85,58,8,8.225806451612902,0,1,0.4661666666666667,0.5338333333333334
59579,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,79,68,7,9.115384615384617,1,0,0.8886666666666667,0.11133333333333333
59580,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,79,67,7,8.943396226415095,1,0,0.76,0.24
59671,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,42,81,9,6.461538461538462,1,0,0.67,0.33
60016,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,19,106,10,8.142857142857142,1,0,0.87,0.13
60019,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,30,115,10,36.0,1,0,0.67,0.33
60020,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata - Eden Gardens,30,114,10,30.0,1,0,0.6,0.4
61043,Mumbai Indians,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,116,85,8,19.885714285714286,1,0,0.62,0.38
61242,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,12,107,9,5.538461538461539,0,1,0.32,0.68
61244,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,19,105,9,7.6,0,1,0.21383333333333332,0.7861666666666668
61249,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,28,88,9,5.25,0,1,0.33,0.67
61251,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,29,86,9,5.117647058823529,0,1,0.26,0.74
61252,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,29,98,9,7.909090909090909,0,1,0.26,0.74
61258,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,34,117,8,68.0,0,1,0.28,0.72
61312,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,96,36,6,6.857142857142857,0,1,0.33799999999999997,0.662
61425,Kings XI Punjab,Kolkata Knight Riders,Mohali - IS Bindra Stadium,91,81,7,14.0,1,0,0.69,0.31
61426,Kings XI Punjab,Kolkata Knight Riders,Mohali - IS Bindra Stadium,91,80,7,13.649999999999999,1,0,0.59,0.41
61518,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,84,-1,10,4.165289256198347,1,0,0.57,0.43
61560,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,158,47,8,12.986301369863014,1,0,0.64,0.36
61566,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,164,41,8,12.455696202531646,1,0,0.58,0.42
61567,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,165,40,8,12.375,1,0,0.79,0.21
61606,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,0,118,10,0.0,1,0,0.5185714285714286,0.4814285714285713
61624,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,13,108,9,6.5,1,0,0.6561666666666668,0.3438333333333334
61661,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,71,74,8,9.26086956521739,1,0,0.51,0.49
61691,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,100,44,7,7.894736842105264,1,0,0.76,0.24
61700,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,110,35,7,7.764705882352941,1,0,0.93,0.07
61711,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,135,24,6,8.4375,1,0,0.6505000000000001,0.34950000000000003
61713,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,140,22,6,8.571428571428571,1,0,0.5070833333333333,0.49291666666666667
61714,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,140,21,6,8.484848484848484,1,0,0.585,0.415
61719,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,154,16,6,8.884615384615385,1,0,0.7,0.3
61720,Mumbai Indians,Kolkata Knight Riders,Kolkata - Eden Gardens,154,15,6,8.8,1,0,0.67,0.33
62131,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,55,117,9,110.0,0,1,0.45,0.55
62133,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,60,115,9,72.0,0,1,0.32,0.68
62188,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,118,28,6,7.695652173913043,0,1,0.43,0.57
62189,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,119,27,6,7.67741935483871,0,1,0.31,0.69
62198,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,136,18,6,8.0,0,1,0.2818333333333333,0.7181666666666666
62388,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,59,73,9,7.531914893617022,0,1,0.09,0.91
62389,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,59,72,9,7.375,0,1,0.30785714285714283,0.6921428571428572
62400,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,72,61,8,7.322033898305084,0,1,0.04,0.96
62403,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,79,58,8,7.64516129032258,0,1,0.12,0.88
62899,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,92,10,6,5.0181818181818185,0,1,0.25616666666666665,0.7438333333333333
63075,Mumbai Indians,Delhi Capitals,Mumbai - Wankhede Stadium,14,75,9,1.8666666666666667,0,1,0.26166666666666666,0.7383333333333333
63085,Mumbai Indians,Delhi Capitals,Mumbai - Wankhede Stadium,20,53,9,1.791044776119403,0,1,0.49,0.51
63089,Mumbai Indians,Delhi Capitals,Mumbai - Wankhede Stadium,28,62,9,2.896551724137931,0,1,0.16,0.84
63135,Mumbai Indians,Delhi Capitals,Mumbai - Wankhede Stadium,117,50,8,10.028571428571428,0,1,0.34,0.66
63141,Mumbai Indians,Delhi Capitals,Mumbai - Wankhede Stadium,125,44,8,9.868421052631579,0,1,0.18,0.82
63142,Mumbai Indians,Delhi Capitals,Mumbai - Wankhede Stadium,129,43,8,10.05194805194805,0,1,0.09,0.91
63210,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata - Eden Gardens,25,63,8,2.6315789473684212,0,1,0.45,0.55
63211,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata - Eden Gardens,25,62,8,2.586206896551724,0,1,0.45,0.55
63212,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata - Eden Gardens,29,61,8,2.949152542372881,0,1,0.49,0.51
63219,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata - Eden Gardens,36,81,8,5.538461538461538,0,1,0.4,0.6
63315,Rajasthan Royals,Royal Challengers Bangalore,Bangalore - M Chinnaswamy Stadium,5,111,10,3.3333333333333335,1,0,0.5,0.5
63468,Kings XI Punjab,Chennai Super Kings,Mohali - IS Bindra Stadium,50,80,9,7.5,1,0,0.98,0.02
63563,Kolkata Knight Riders,Delhi Capitals,Kolkata - Eden Gardens,3,66,9,0.3333333333333333,1,0,0.62,0.38
63691,Mumbai Indians,Royal Challengers Bangalore,Mumbai - Wankhede Stadium,14,102,10,4.666666666666667,1,0,0.64,0.36
63826,Rajasthan Royals,Kolkata Knight Riders,Jaipur - Sawai Mansingh Stadium,23,65,9,2.5090909090909093,0,1,0.47,0.53
63908,Rajasthan Royals,Kolkata Knight Riders,Jaipur - Sawai Mansingh Stadium,125,20,5,7.499999999999999,0,1,0.49,0.51
63910,Rajasthan Royals,Kolkata Knight Riders,Jaipur - Sawai Mansingh Stadium,127,18,5,7.470588235294118,0,1,0.24,0.76
63915,Rajasthan Royals,Kolkata Knight Riders,Jaipur - Sawai Mansingh Stadium,137,13,5,7.682242990654206,0,1,0.4316666666666667,0.5683333333333334
63966,Kings XI Punjab,Sunrisers Hyderabad,Mohali - IS Bindra Stadium,68,35,9,4.8,1,0,0.79,0.21
63967,Kings XI Punjab,Sunrisers Hyderabad,Mohali - IS Bindra Stadium,72,34,9,5.023255813953488,1,0,0.77,0.23
63978,Kings XI Punjab,Sunrisers Hyderabad,Mohali - IS Bindra Stadium,87,23,9,5.381443298969072,1,0,0.67,0.33
64000,Kings XI Punjab,Sunrisers Hyderabad,Mohali - IS Bindra Stadium,120,3,8,6.153846153846154,1,0,0.94,0.06
64188,Kolkata Knight Riders,Kings XI Punjab,Kolkata - Eden Gardens,12,67,10,1.3584905660377358,0,1,0.33,0.67
64199,Kolkata Knight Riders,Kings XI Punjab,Kolkata - Eden Gardens,34,56,9,3.1875,0,1,0.42,0.58
64202,Kolkata Knight Riders,Kings XI Punjab,Kolkata - Eden Gardens,41,53,9,3.6716417910447765,0,1,0.08,0.92
